"","strain_original","accession","authors","institution","date"
"2447","MPXV22/human/USA-OK-288","OP604567","Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T.","University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health","2022-09-12"
"2448","MPXV/Germany/2022/RKI501","OP626139","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-09-XX"
"2449","Monkeypox/PT0323/2022","OP414355","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-06-04"
"2450","NY-NYCPHL-000770","OQ468653","Amin,H.S., Clabby,T.T., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-11"
"2451","MPXV_USA_2022_MA0002","OP890360","Doucette,M., Gagne,L., Smole,S.C.","Massachusetts State Public Health Laboratory, DPH","2022-XX-XX"
"2452","MPXV_USA_2022_MA0140","OP890491","Doucette,M., Gagne,L., Smole,S.C.","Massachusetts State Public Health Laboratory, DPH","2022-XX-XX"
"2453","hMpxV/Human/USA/IL-RIPHL-MPXV_10011/2022","OP820460","Barbian,H., Green,S., Kunstman,K., Araujo Perez,F., Bobrovska,S., Hayden,M., Moore,N.","Rush University Meical Center, Regional Innovative Public Health Laboratory (RIPHL)","2022-09-10"
"2454","MpxV/human/USA/WA-UW-098348/2022","OP743986","Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine","2022-09-XX"
"2455","MPXV/Germany/2022/RKI106","ON929064","Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","","2022-07-XX"
"2456","Monkeypox/PT0389/2022","OP555485","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-07-12"
"2457","MpxV/human/USA/WA-UW-091072/2022","OP715788","Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine","2022-09-XX"
"2458","MPXV/Human/USA/CA-LACPHL-MA00460/2023","OQ503837","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2023-01-23"
"2459","NY-NYCPHL-000726","OQ468768","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-19"
"2460","hMPX/Human/USA/CA-LACPHL-MA00029/2022","OP440538","Hemarajata,P., Green,N.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-07-27"
"2461","MpxV/human/USA/WA-UW-098721/2022","OP743987","Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine","2022-09-XX"
"2462","MPX/PT0078/2022","OP245332","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-07-26"
"2463","MPXV/Germany/2022/RKI191","OP215233","Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-08-XX"
"2464","MPXV_USA_2022_MA0055","OP890413","Doucette,M., Gagne,L., Smole,S.C.","Massachusetts State Public Health Laboratory, DPH","2022-XX-XX"
"2465","Monkeypox/PT0465/2022","OP555544","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-08-07"
"2466","MPXV/Germany/2022/ON/RKI308","OP494260","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-09-XX"
"2467","Monkeypox/PT0508/2022","OP555581","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-08-16"
"2468","NY-NYCPHL-000431","OQ468872","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-09-16"
"2469","Monkeypox/PT0541/2022","OP555612","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-08-23"
"2470","MPXV/Germany/2022/RKI518","OP689671","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-06-XX"
"2471","NY-NYCPHL-000867","OQ468674","Amin,H.S., Clabby,T.T., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-06"
"2472","MPX/Human/USA/CA-LACPHL-MA00239/2022","OP722498","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-07-20"
"2473","MPXV_USA_2022_NY0025","OQ320464","Gigante,C., Ruiz,V., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Wang,J., Li,Y.","CDC, DHCPP-PRB","2022-08-XX"
"2474","NY-NYCPHL-000654","OQ468735","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-15"
"2475","Slovenia-MPXV-27-2022","OP605569","Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.","Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre","2022-07-XX"
"2476","MPXV/Germany/2022/ON/RKI729","OQ547756","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-07-XX"
"2477","hMPXV-IHU00018","OP382495","Colson,P.","IHU - Mediterranee Infection, MEPHI","2022-07-22"
"2478","NY-NYCPHL-000788","OQ468799","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-13"
"2479","NY-NYCPHL-000309","OQ468478","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-08-07"
"2480","NY-NYCPHL-000212","OQ469050","Clabby,T.T., Amin,H.S., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-02"
"2481","Monkeypox virus/Human/USA/CA-LACPHL-MA00382/2022","OQ330988","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-10-14"
"2482","NY-NYCPHL-000705","OQ419069","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-19"
"2483","MPXV/Germany/2022/RKI219","OP215218","Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-08-XX"
"2484","Monkeypox/PT0202/2022","OP324513","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-06-28"
"2485","NY-NYCPHL-000449","OQ468881","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-21"
"2486","MPX_Tga3e9_9000325","OP415264","Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation","2022-08-XX"
"2487","Monkeypox virus/Human/USA/CA-LACPHL-MA00232/2022","OP680510","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-07-15"
"2488","Monkeypox/PT0280/2022","OP414319","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-06-14"
"2489","MPXV/Human/USA/CA-LACPHL-MA00336/2022","OP890564","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-11-09"
"2490","MPXV-USA-IL-IDPH-081","OP536742","Gagnon,K.T.","Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry","2022-07-02"
"2491","MpxV/human/CAN/UN-NML-3725/2022","ON983167","Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.","National Microbiology Laboratory, Public Health Agency of Canada","2022-06-16"
"2492","MPXV/Germany/2022/RKI407","OP524009","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-09-XX"
"2493","NY-NYCPHL-000678","OQ468744","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-18"
"2494","MPXV_USA_2022_PA0011","OQ054232","Gigante,C., Xia,D., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Plipat,N., Li,Y.","CDC, DHCPP-PRB","2022-09-XX"
"2495","MPXV/Germany/2022/ON/RKI666","OQ274885","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-05-XX"
"2496","NY-NYCPHL-000359","OQ504419","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-08-12"
"2497","Monkeypox/PT0490/2022","OP555566","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-08-11"
"2498","MpxV/human/USA/WA-UW-082573/2022","OP628449","Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine","2022-08-XX"
"2499","MpxV/human/CAN/UN-NML-4140/2022","OP279043","Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.","National Microbiology Laboratory, Public Health Agency of Canada","2022-06-30"
"2500","MPXV/Germany/2022/RKI294","OP339851","Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-08-XX"
"2501","NY-NYCPHL-000458","OQ419015","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-22"
"2502","hMpxV/USA/CA-CDPH-1MPX1000105/2022","OQ348854","Probert,W., Espinosa,A., Kath,C., Haw,M., O'Neil,R., Bell,J., Hacker,J.","CDPH, VRDL","2022-07-17"
"2503","MPX/Human/USA/CA-LACPHL-MA00244/2022","OP722503","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-07-20"
"2504","NY-NYCPHL-000223","OQ469055","Clabby,T.T., Amin,H.S., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-03"
"2505","Monkeypox virus/Human/USA/CA-LACPHL-MA00264/2022","OP748950","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-09-07"
"2506","hMPX/Human/USA/CA-LACPHL-MA00072/2022","OP442548","Hemarajata,P., Green,N.M., Garrigues,J.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-08-18"
"2507","NY-NYCPHL-000045","OQ504384","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-05-28"
"2508","NY-NYCPHL-001163","OQ419084","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-07"
"2509","Slovenia-MPXV-20-2022","OP605562","Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.","Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre","2022-07-XX"
"2510","hMpxV/USA/CA-CDPH-1MPX1000110/2022","OQ348859","Probert,W., Espinosa,A., Kath,C., Haw,M., O'Neil,R., Bell,J., Hacker,J.","CDPH, VRDL","2022-06-28"
"2511","MPXV/Germany/2022/RKI04","ON682265","Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.","Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany","2022-05-XX"
"2512","ANT-LDSP-ANT-MPX-28299E","OQ261704","Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.","Laboratorio Departamental de Salud Publica de Antioquia, Antioquia","2022-10-13"
"2513","NY-NYCPHL-000600","OQ469006","Clabby,T.T., Amin,H.S., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-08-01"
"2514","MPXV22/human/USA-OK-270","OP650030","Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T.","University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health","2022-09-06"
"2515","NY-NYCPHL-000632","OQ419050","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-10-11"
"2516","MpxV/human/USA/WA-UW-090521/2022","OQ503774","Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine","2022-09-XX"
"2517","MPXV_USA_2022_MA0137","OP890488","Doucette,M., Gagne,L., Smole,S.C.","Massachusetts State Public Health Laboratory, DPH","2022-XX-XX"
"2518","Monkeypox/PT0309/2022","OP414343","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-06-06"
"2519","MPXV22/human/USA-NE-154","OP431826","Tegomoh,B., Cross,S.T., Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., Pratt,C.B., Warden,D.E., Iwen,P.C., Donahue,M., Wiley,M.R.","University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health","2022-08-12"
"2520","NJ-MPXV-041","OP879755","Palmateer,N.C.","New Jersey Department of Health, Public Health and Environmental Laboratories","2022-07-18"
"2521","ANT-LDSP-ANT-MPX-28157C","OQ261695","Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.","Laboratorio Departamental de Salud Publica de Antioquia, Antioquia","2022-10-12"
"2522","MpxV/human/CAN/UN-NML-2853/2022","ON803425","Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.","National Microbiology Laboratory, Public Health Agency of Canada","2022-05-19"
"2523","MPXV_USA_2022_CO0005","OQ427136","Gigante,C., Steidley,B., Seabolt,M., Zhao,H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Davizon,E., Li,Y.","CDC, DHCPP-PRB","2022-11-XX"
"2524","NY-NYCPHL-000007","OQ504376","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-12"
"2525","MPXV/Human/USA/CA-LACPHL-MA00445/2022","OQ503833","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-08-19"
"2526","MpxV/human/CAN/UN-NML-2959/2022","ON880506","Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Jolly,G., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Griffiths,E., Leung,A., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.","National Microbiology Laboratory, Public Health Agency of Canada","2022-05-22"
"2527","MPXV_USA_2022_MA0010","OP890368","Doucette,M., Gagne,L., Smole,S.C.","Massachusetts State Public Health Laboratory, DPH","2022-XX-XX"
"2528","MPXV_USA_2022_TX0015","OP450986","Gigante,C.M., Kubin,G., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., White,S.L., Li,Y.","CDC, DHCPP-PRB","2022-06-XX"
"2529","NY-NYCPHL-000626","OQ468721","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-09-28"
