	strain	accession	genbank_accession_rev	strain_original	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	authors	institution	region_coarse
336	OP320549	OP320549	OP320549.1	LIM-INS-010	2022-07-02	South America	Peru			Homo sapiens	2022-08-29		Padilla et al		IIb	hMPXV-1	B.1	0.9999949292375094	1.0	607.0	0.0	good	good	good	good	good		False	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	Instituto Nacional de Salud Peru, Laboratorio de Biotecnologia y Biologia Molecular	South America
337	OP320552	OP320552	OP320552.1	LIM-INS-012	2022-07-06	South America	Peru			Homo sapiens	2022-08-29		Padilla et al		IIb	hMPXV-1	B.1.6	1.0	0.0	608.0	0.0	good	good	good	good	good		False	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	Instituto Nacional de Salud Peru, Laboratorio de Biotecnologia y Biologia Molecular	South America
338	OP320548	OP320548	OP320548.1	LIM-INS008	2022-07-01	South America	Peru			Homo sapiens	2022-08-29		Padilla et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	Instituto Nacional de Salud Peru, Laboratorio de Biotecnologia y Biologia Molecular	South America
339	OP320553	OP320553	OP320553.1	LIM-INS-013	2022-07-08	South America	Peru			Homo sapiens	2022-08-29		Padilla et al		IIb	hMPXV-1	B.1	0.9999949292375094	0.0	607.0	1.0	good	good	good	good	good		False	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	Instituto Nacional de Salud Peru, Laboratorio de Biotecnologia y Biologia Molecular	South America
340	OP320551	OP320551	OP320551.1	LIM-INS-018	2022-07-09	South America	Peru			Homo sapiens	2022-08-29		Padilla et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	Instituto Nacional de Salud Peru, Laboratorio de Biotecnologia y Biologia Molecular	South America
341	OP358276	OP358276	OP358276.1	SIC-AOUP-UNIPA_VL_9aug	2022-08-09	Europe	Italy			Homo sapiens	2022-09-02		Tramuto et al		IIb	hMPXV-1	B.1.5	0.9980883225410604	353.0	610.0	0.0	good	good	good	good	good		False	Tramuto,F.	"University of Palermo, Department of Health Promotion Sciences Maternal and Infant Care, Internal Medicine and Medical Specialties ""G. D'Alessandro"""	Southern Europe
342	OP615340	OP615340	OP615340.1	MPXV/Germany/2022/ON/RKI458	2022-09-XX	Europe	Germany			Homo sapiens	2022-10-12		Brinkmann et al		IIb	hMPXV-1	B.1.7	0.9652449938897312	344.0	582.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
343	OP484679	OP484679	OP484679.1	MPXV/Germany/2022/RKI358	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-21		Brinkmann et al		IIb	hMPXV-1	B.1.8	0.9988083708147194	235.0	610.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
344	OP494264	OP494264	OP494264.1	MPXV/Germany/2022/ON/RKI375	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-22		Brinkmann et al		IIb	hMPXV-1	B.1	0.9659701129258806	205.0	581.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
345	OP594187	OP594187	OP594187.1	MPXV/Germany/2022/RKI423	2022-09-XX	Europe	Germany			Homo sapiens	2022-10-06		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.995857187045216	817.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
346	OP615330	OP615330	OP615330.1	MPXV/Germany/2022/ON/RKI456	2022-09-XX	Europe	Germany			Homo sapiens	2022-10-12		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9611072516974376	1159.0	576.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
347	OP484668	OP484668	OP484668.1	MPXV/Germany/2022/RKI347	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-21		Brinkmann et al		IIb	hMPXV-1	B.1.2	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
348	OP615323	OP615323	OP615323.1	MPXV/Germany/2022/ON/RKI447	2022-09-XX	Europe	Germany			Homo sapiens	2022-10-12		Brinkmann et al		IIb	hMPXV-1	B.1	0.9655847349765984	285.0	578.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
349	OP594194	OP594194	OP594194.1	MPXV/Germany/2022/RKI430	2022-09-XX	Europe	Germany			Homo sapiens	2022-10-06		Brinkmann et al		IIb	hMPXV-1	B.1	0.9971857268177416	555.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
350	OP494263	OP494263	OP494263.1	MPXV/Germany/2022/ON/RKI316	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-22		Brinkmann et al		IIb	hMPXV-1	B.1	0.9655036027767496	302.0	578.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
351	OP594189	OP594189	OP594189.1	MPXV/Germany/2022/RKI425	2022-09-XX	Europe	Germany			Homo sapiens	2022-10-06		Brinkmann et al		IIb	hMPXV-1	B.1	0.996359192531781	718.0	602.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
352	OP615327	OP615327	OP615327.1	MPXV/Germany/2022/ON/RKI450	2022-09-XX	Europe	Germany			Homo sapiens	2022-10-12		Brinkmann et al		IIb	hMPXV-1	B.1	0.9657115040388624	259.0	578.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
353	OP484671	OP484671	OP484671.1	MPXV/Germany/2022/RKI350	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-21		Brinkmann et al		IIb	hMPXV-1	B.1.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
354	OP594208	OP594208	OP594208.1	MPXV/Germany/2022/RKI444	2022-09-XX	Europe	Germany			Homo sapiens	2022-10-06		Brinkmann et al		IIb	hMPXV-1	B.1	0.9937376083241636	1235.0	602.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
355	OP615325	OP615325	OP615325.1	MPXV/Germany/2022/ON/RKI449	2022-09-XX	Europe	Germany			Homo sapiens	2022-10-12		Brinkmann et al		IIb	hMPXV-1	B.1	0.9620605550456622	971.0	576.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
356	OP484688	OP484688	OP484688.1	MPXV/Germany/2022/RKI367	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-21		Brinkmann et al		IIb	hMPXV-1	B.1	0.992079468989752	1562.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	Western Europe
357	OP382482	OP382482	OP382482.1	hMPXV-IHU00005	2022-07-04	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.9999695754250568	6.0	604.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
358	OP382494	OP382494	OP382494.1	hMPXV-IHU00017	2022-07-22	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.979230156838684	4052.0	586.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
359	OP382490	OP382490	OP382490.1	hMPXV-IHU00013	2022-07-20	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.9953703938461228	900.0	602.0	0.0	good	good	good	mediocre	good	OPG150:empty range,OPG151:2-1165	False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
360	OP382486	OP382486	OP382486.1	hMPXV-IHU00009	2022-07-07	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.9999492923750944	2.0	611.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
361	OP382489	OP382489	OP382489.1	hMPXV-IHU00012	2022-07-19	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1.10	0.9961259374572154	730.0	607.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
362	OP382491	OP382491	OP382491.1	hMPXV-IHU00014	2022-07-22	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.991440552915942	1631.0	603.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
363	OP382493	OP382493	OP382493.1	hMPXV-IHU00016	2022-07-22	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1.14	0.9671161052487462	6349.0	598.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
364	OP382480	OP382480	OP382480.1	hMPXV-IHU00003	2022-07-04	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.9999949292375094	1.0	605.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
365	OP382487	OP382487	OP382487.1	hMPXV-IHU00010	2022-07-18	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.9836214371555052	3096.0	600.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
366	OP382481	OP382481	OP382481.1	hMPXV-IHU00004	2022-07-04	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.9999695754250568	0.0	608.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
367	OP382483	OP382483	OP382483.1	hMPXV-IHU00006	2022-07-04	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.9647277761156944	6816.0	581.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
368	OP382484	OP382484	OP382484.1	hMPXV-IHU00007	2022-07-06	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.9998275940753212	26.0	604.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
369	OP382479	OP382479	OP382479.1	hMPXV-IHU00002	2022-07-01	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
370	OP382492	OP382492	OP382492.1	hMPXV-IHU00015	2022-07-22	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1.14	0.9042690749407988	18758.0	551.0	0.0	mediocre	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
371	OP382485	OP382485	OP382485.1	hMPXV-IHU00008	2022-07-05	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1.12	0.9344147579471526	12770.0	571.0	0.0	mediocre	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
372	OP459209	OP459209	OP459209.1	ANT-LDSP-ANT-MPX-23551-O	2022-08-29	South America	Colombia	Antioquia	Medellin	Homo sapiens	2022-09-19		Betancur et al		IIb	hMPXV-1	B.1.10	0.8288820489937072	30627.0	470.0	0.0	bad	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia	South America
373	OP431397	OP431397	OP431397.1	ANT-LDSP-ANT-MPX-22607-L	2022-08-16	South America	Colombia	Antioquia	Medellin	Homo sapiens	2022-09-14		Betancur et al		IIb	hMPXV-1	B.1.10	0.9024892373066138	19130.0	526.0	0.0	mediocre	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia	South America
374	OP477448	OP477448	OP477448.1	ANT-LDSP-ANT-MPX-23106-L	2022-08-22	South America	Colombia	Antioquia	Medellin	Homo sapiens	2022-09-20		Betancur et al		IIb	hMPXV-1	B.1.3	0.7115953125871537	51532.0	397.0	0.0	bad	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia	South America
375	OP693650	OP693650	OP693650.1	ANT_INS_MPX_0024_L	2022-08-07	South America	Colombia	Antioquia		Homo sapiens	2022-10-21		Laiton-Donato et al		IIb	hMPXV-1	B.1.10	0.83018523495378	28144.0	475.0	0.0	bad	good	good	good	good		False	Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M.	Instituto Nacional de Salud, Direccion de Investigacion en Salud Publica	South America
376	OP477444	OP477444	OP477444.1	ANT-LDSP-ANT-MPX-22815-L	2022-08-18	South America	Colombia	Antioquia	Medellin	Homo sapiens	2022-09-20		Betancur et al		IIb	hMPXV-1	B.1.10	0.7301137372026631	47880.0	397.0	0.0	bad	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia	South America
377	OP431401	OP431401	OP431401.1	ANT-LDSP-ANT-MPX-22769-L	2022-08-17	South America	Colombia	Antioquia	Itagui	Homo sapiens	2022-09-14		Betancur et al		IIb	hMPXV-1	B.1.10	0.9024841665441232	19131.0	526.0	0.0	mediocre	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia	South America
378	OP477447	OP477447	OP477447.1	ANT-LDSP-ANT-MPX-23062-L	2022-08-22	South America	Colombia	Antioquia	Medellin	Homo sapiens	2022-09-20		Betancur et al		IIb	hMPXV-1	B.1.10	0.8499257133295134	29496.0	489.0	0.0	bad	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia	South America
379	OP390175	OP390175	OP390175.1	BOL-UNIMOL-MPX-292803-L	2022-08-02	South America	Colombia	Bolivar CO	Cartagena CO	Homo sapiens	2022-09-08		Loyola et al		IIb	hMPXV-1	B.1	0.8801880238731498	23528.0	509.0	0.0	bad	good	good	good	good		False	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	Universidad de Cartagena, Laboratorio de Investigacion Molecular (UNIMOL)	South America
380	OP693651	OP693651	OP693651.1	CUN_INS_MPX_0649_C	2022-08-23	South America	Colombia	Cundinamarca		Homo sapiens	2022-10-21		Laiton-Donato et al		IIb	hMPXV-1	B.1	0.7058805632602975	48043.0	425.0	0.0	bad	good	good	good	good		False	Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M.	Instituto Nacional de Salud, Direccion de Investigacion en Salud Publica	South America
381	OP623589	OP623589	OP623589.1	BOL-UNIMOL-MPX-293064-O	2022-08-30	South America	Colombia	Bolivar CO		Homo sapiens	2022-10-13		Loyola et al		IIb	hMPXV-1	B.1	0.7400879270215862	51157.0	446.0	0.0	bad	good	good	good	good		False	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	Universidad de Cartagena, Laboratorio de Investigacion Molecular (UNIMOL)	South America
382	OP477457	OP477457	OP477457.1	ANT-LDSP-ANT-MPX-23266	2022-08-23	South America	Colombia	Antioquia		Homo sapiens	2022-09-20		Betancur et al		IIb	hMPXV-1	B.1.10	0.8620701894943943	24082.0	497.0	0.0	bad	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia	South America
383	OP459211	OP459211	OP459211.1	ANT-LDSP-ANT-MPX-23596-O	2022-08-29	South America	Colombia	Antioquia	Medellin	Homo sapiens	2022-09-19		Betancur et al		IIb	hMPXV-1	B.1	0.8801930946356403	23527.0	519.0	0.0	bad	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia	South America
384	OP693654	OP693654	OP693654.1	DC_INS_MPX_0722_L	2022-08-23	South America	Colombia	Cundinamarca	Bogota (Cundinamarca)	Homo sapiens	2022-10-21		Laiton-Donato et al		IIb	hMPXV-1	B.1	0.8142681114959256	28905.0	492.0	0.0	bad	good	good	good	good		False	Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M.	Instituto Nacional de Salud, Direccion de Investigacion en Salud Publica	South America
385	OP459216	OP459216	OP459216.1	ANT-LDSP-ANT-MPX-23651-L	2022-08-30	South America	Colombia	Antioquia	Medellin	Homo sapiens	2022-09-19		Betancur et al		IIb	hMPXV-1	B.1.10	0.8860599668372133	19351.0	512.0	0.0	mediocre	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia	South America
386	OP693647	OP693647	OP693647.1	DC_INS_MPX_0082_L	2022-08-08	South America	Colombia	Cundinamarca	Bogota (Cundinamarca)	Homo sapiens	2022-10-21		Laiton-Donato et al		IIb	hMPXV-1	B.1	0.761775578193693	46880.0	439.0	0.0	bad	good	good	good	good		False	Laiton-Donato,K., Alvarez-Diaz,D.A., Franco-Munoz,C., Ruiz-Moreno,H.A., Rojas-Estevez,P., Rosales,A., Martinez,D., Flores,A., Prieto,F., Walteros,D., Gomez,S., Mercado-Reyes,M.	Instituto Nacional de Salud, Direccion de Investigacion en Salud Publica	South America
387	OP415230	OP415230	OP415230.1	MPX_dlHLXa_9000261	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1.7	0.9995334898508688	89.0	609.0	3.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
388	OP536773	OP536773	OP536773.1	9000395	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1.2	1.0	0.0	609.0	0.0	good	good	good	good	good	NBT03_gp174:127-177	False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
389	OP415251	OP415251	OP415251.1	MPX_eobXCZ_9000296	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1.2	1.0	0.0	610.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
390	OP413717	OP413717	OP413717.1	9000353	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1	1.0	0.0	609.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
391	OP536751	OP536751	OP536751.1	9000370	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1.3	1.0	0.0	610.0	0.0	good	good	good	good	good	NBT03_gp174:127-177	False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
392	OP415234	OP415234	OP415234.1	MPX_L6rBi6_9000265	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1.2	0.9992799517263412	142.0	616.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
393	OP536754	OP536754	OP536754.1	9000374	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1	1.0	0.0	609.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
